"","OTU","rep","fold","PredictedClass","TrueClass","Regression","Combined","TrueValue"
"20160502_D3.fcs13","Otu00007",3,5,"Absent","Absent",0.24221585025239,0,0.00859763087504776
"20160321_D3.fcs16","Otu00007",3,5,"Absent","Present",0.0913239264299262,0,0.0100690448791715
"20160422_C1.fcs14","Otu00007",3,5,"Absent","Present",0.00709749812508379,0,0.0182317192707312
"20160522_D2.fcs14","Otu00007",3,5,"Present","Present",0.210696139975868,0.210696139975868,0.132232203226118
"20160229_D3.fcs18","Otu00007",3,5,"Present","Present",0.144543686934148,0.144543686934148,0.234850681356915
"20160502_C1.fcs15","Otu00008",1,1,"Present","Absent",0.0344335341358462,0.0344335341358462,0.00237788566333102
"20160513_C2.fcs15","Otu00008",1,1,"Absent","Absent",0.0122209495201424,0,0.0066925315227934
"20160522_C1.fcs13","Otu00008",1,1,"Absent","Present",0.0112247476261132,0,0.0111638016202332
"20160229_C1.fcs12","Otu00008",1,1,"Present","Present",0.0600846762744908,0.0600846762744908,0.018522110162917
"20160401_D2.fcs15","Otu00008",1,1,"Present","Present",0.0156549067393461,0.0156549067393461,0.0270375036340731
"20160321_D3.fcs17","Otu00008",1,1,"Present","Present",0.0987845973908631,0.0987845973908631,0.0429612581511316
"20160422_D2.fcs15","Otu00008",1,1,"Present","Present",0.0348335508943966,0.0348335508943966,0.0607062943866135
"20160321_D1.fcs16","Otu00008",1,1,"Present","Present",0.0188049485596144,0.0188049485596144,0.122257353645684
"20160321_C1.fcs15","Otu00008",1,1,"Present","Present",0.155499186672574,0.155499186672574,0.236604570770117
"20160502_C2.fcs14","Otu00008",1,2,"Present","Absent",0.0101276729497678,0.0101276729497678,0.00359712230215827
"20160513_C1.fcs15","Otu00008",1,2,"Present","Absent",0.0688805400932898,0.0688805400932898,0.00816200020663292
"20160422_C1.fcs15","Otu00008",1,2,"Present","Present",5.99588489450318e-05,5.99588489450318e-05,0.0116643795334248
"20160401_C1.fcs18","Otu00008",1,2,"Present","Present",0.200375995667328,0.200375995667328,0.021078854076842
"20160223_D3.fcs17","Otu00008",1,2,"Absent","Present",0.0231683133309668,0,0.0297759433962264
"20160522_D3.fcs16","Otu00008",1,2,"Present","Present",0.0630608058666814,0.0630608058666814,0.0466535433070866
"20160321_D2.fcs16","Otu00008",1,2,"Present","Present",0.169926087747943,0.169926087747943,0.0671591019535426
"20160229_D1.fcs15","Otu00008",1,2,"Present","Present",0.193514920558995,0.193514920558995,0.126097681302417
"20160321_C2.fcs16","Otu00008",1,2,"Present","Present",0.195167100322083,0.195167100322083,0.263052016476674
"20160223_C1.fcs19","Otu00008",1,3,"Present","Absent",0.0201111896113641,0.0201111896113641,0.00445632798573975
"20160411_D3.fcs17","Otu00008",1,3,"Present","Absent",0.0143319956234287,0.0143319956234287,0.00884114459549387
"20160223_C2.fcs15","Otu00008",1,3,"Present","Present",0.0343287144347871,0.0343287144347871,0.0120224936978864
"20160229_D2.fcs17","Otu00008",1,3,"Present","Present",0.0321225268386473,0.0321225268386473,0.0225124256895039
"20160229_C2.fcs14","Otu00008",1,3,"Present","Present",0.0509239433332784,0.0509239433332784,0.0305410122164049
"20160502_D1.fcs17","Otu00008",1,3,"Present","Present",0.0589636794061021,0.0589636794061021,0.0490926456542502
"20160307_C2.fcs14","Otu00008",1,3,"Present","Present",0.147320295107752,0.147320295107752,0.0761382231206083
"20160513_D2.fcs16","Otu00008",1,3,"Present","Present",0.00197245716264091,0.00197245716264091,0.139466158245949
"20160411_D2.fcs15","Otu00008",1,3,"Present","Present",0.0797375938627282,0.0797375938627282,0.317904374364191
"20160522_C2.fcs15","Otu00008",1,4,"Present","Absent",0.0330896972414913,0.0330896972414913,0.00600686498855835
"20160223_D2.fcs17","Otu00008",1,4,"Absent","Absent",0.0553144463856765,0,0.00929549902152642
"20160223_D1.fcs14","Otu00008",1,4,"Absent","Present",0.0365334100765247,0,0.0130777677947489
"20160502_D3.fcs14","Otu00008",1,4,"Present","Present",0.199506342834517,0.199506342834517,0.0226404279709591
"20160505_D2.fcs17","Otu00008",1,4,"Present","Present",0.10369855445261,0.10369855445261,0.0353991381079417
"20160324_D2.fcs15","Otu00008",1,4,"Present","Present",0.0936004842304663,0.0936004842304663,0.0532818532818533
"20160522_D1.fcs15","Otu00008",1,4,"Present","Present",0.08142016928692,0.08142016928692,0.116851993865031
"20160229_D3.fcs19","Otu00008",1,4,"Present","Present",0.160300635520122,0.160300635520122,0.20460036725621
"20160324_C2.fcs11","Otu00008",1,4,"Present","Present",0.00261907807305238,0.00261907807305238,0.331953403292577
"20160513_C2.fcs16","Otu00008",1,5,"Absent","Absent",0.00488617618937912,0,0.0066925315227934
"20160411_C2.fcs15","Otu00008",1,5,"Absent","Present",0.0367850846191923,0,0.0104604655932725
"20160522_D2.fcs15","Otu00008",1,5,"Present","Present",0.00457078441475611,0.00457078441475611,0.015357867284845
"20160411_C1.fcs15","Otu00008",1,5,"Present","Present",0.00443939226932583,0.00443939226932583,0.0252613240418118
"20160411_D1.fcs12","Otu00008",1,5,"Present","Present",0.180487332868245,0.180487332868245,0.036800457622271
"20160502_D2.fcs16","Otu00008",1,5,"Present","Present",0.137680157329986,0.137680157329986,0.0588462653396463
"20160307_C1.fcs15","Otu00008",1,5,"Present","Present",0.122914793678354,0.122914793678354,0.120267909143856
"20160324_C1.fcs16","Otu00008",1,5,"Present","Present",0.113201470885748,0.113201470885748,0.232256174948746
"20160502_C1.fcs16","Otu00008",2,1,"Present","Absent",0.0540471021442665,0.0540471021442665,0.00237788566333102
"20160513_C1.fcs16","Otu00008",2,1,"Present","Absent",0.0617799852438934,0.0617799852438934,0.00816200020663292
"20160522_C1.fcs14","Otu00008",2,1,"Present","Present",0.0331942235014719,0.0331942235014719,0.0111638016202332
"20160401_C1.fcs19","Otu00008",2,1,"Present","Present",0.0529650563208725,0.0529650563208725,0.021078854076842
"20160401_D2.fcs16","Otu00008",2,1,"Present","Present",0.283801835191589,0.283801835191589,0.0270375036340731
"20160522_D3.fcs17","Otu00008",2,1,"Present","Present",0.0467472531414565,0.0467472531414565,0.0466535433070866
"20160422_D2.fcs16","Otu00008",2,1,"Present","Present",0.125479380601334,0.125479380601334,0.0607062943866135
"20160321_D1.fcs17","Otu00008",2,1,"Present","Present",0.0843996698614827,0.0843996698614827,0.122257353645684
"20160321_C1.fcs16","Otu00008",2,1,"Present","Present",0.178828748428853,0.178828748428853,0.236604570770117
"20160502_C2.fcs15","Otu00008",2,2,"Present","Absent",0.0191512434919981,0.0191512434919981,0.00359712230215827
"20160411_D3.fcs18","Otu00008",2,2,"Present","Absent",0.125136809477275,0.125136809477275,0.00884114459549387
"20160422_C1.fcs16","Otu00008",2,2,"Present","Present",0.0106661319988764,0.0106661319988764,0.0116643795334248
"20160229_D2.fcs18","Otu00008",2,2,"Present","Present",0.106207132659575,0.106207132659575,0.0225124256895039
"20160223_D3.fcs18","Otu00008",2,2,"Present","Present",0.0115633298911965,0.0115633298911965,0.0297759433962264
"20160502_D1.fcs18","Otu00008",2,2,"Present","Present",0.159126932103057,0.159126932103057,0.0490926456542502
"20160321_D2.fcs17","Otu00008",2,2,"Present","Present",0.0849548545836423,0.0849548545836423,0.0671591019535426
"20160229_D1.fcs16","Otu00008",2,2,"Present","Present",0.0184954212330969,0.0184954212330969,0.126097681302417
"20160321_C2.fcs17","Otu00008",2,2,"Present","Present",0.239242408800549,0.239242408800549,0.263052016476674
"20160223_C1.fcs20","Otu00008",2,3,"Present","Absent",0.026172925867864,0.026172925867864,0.00445632798573975
"20160223_D2.fcs18","Otu00008",2,3,"Present","Absent",0.00522604195719386,0.00522604195719386,0.00929549902152642
"20160223_C2.fcs16","Otu00008",2,3,"Present","Present",0.039509868445445,0.039509868445445,0.0120224936978864
"20160502_D3.fcs15","Otu00008",2,3,"Present","Present",0.0342104368083997,0.0342104368083997,0.0226404279709591
"20160229_C2.fcs15","Otu00008",2,3,"Present","Present",0.0775372024324927,0.0775372024324927,0.0305410122164049
"20160324_D2.fcs16","Otu00008",2,3,"Present","Present",0.354796719059377,0.354796719059377,0.0532818532818533
"20160307_C2.fcs15","Otu00008",2,3,"Present","Present",0.299756434596108,0.299756434596108,0.0761382231206083
"20160513_D2.fcs17","Otu00008",2,3,"Absent","Present",0.00157553409503923,0,0.139466158245949
"20160411_D2.fcs16","Otu00008",2,3,"Present","Present",0.496270317849066,0.496270317849066,0.317904374364191
"20160522_C2.fcs16","Otu00008",2,4,"Present","Absent",0.0277558881037778,0.0277558881037778,0.00600686498855835
"20160411_C2.fcs16","Otu00008",2,4,"Absent","Present",0.122139216618922,0,0.0104604655932725
"20160223_D1.fcs15","Otu00008",2,4,"Absent","Present",0.0184860046292795,0,0.0130777677947489
"20160411_C1.fcs16","Otu00008",2,4,"Present","Present",0.0938563665534016,0.0938563665534016,0.0252613240418118
"20160505_D2.fcs18","Otu00008",2,4,"Present","Present",0.0073712268103604,0.0073712268103604,0.0353991381079417
"20160502_D2.fcs17","Otu00008",2,4,"Present","Present",0.0572529190774855,0.0572529190774855,0.0588462653396463
"20160522_D1.fcs16","Otu00008",2,4,"Present","Present",0.418273850855953,0.418273850855953,0.116851993865031
"20160229_D3.fcs20","Otu00008",2,4,"Present","Present",0.31031495673438,0.31031495673438,0.20460036725621
"20160324_C2.fcs12","Otu00008",2,4,"Present","Present",0.215938558878819,0.215938558878819,0.331953403292577
"20160513_C2.fcs17","Otu00008",2,5,"Absent","Absent",0.0188237077570826,0,0.0066925315227934
"20160513_C1.fcs17","Otu00008",2,5,"Absent","Absent",0.0457130085328987,0,0.00816200020663292
"20160522_D2.fcs16","Otu00008",2,5,"Present","Present",0.00191626716919953,0.00191626716919953,0.015357867284845
"20160401_C1.fcs20","Otu00008",2,5,"Present","Present",0.0940344156628272,0.0940344156628272,0.021078854076842
"20160411_D1.fcs13","Otu00008",2,5,"Present","Present",0.0801763708471599,0.0801763708471599,0.036800457622271
"20160522_D3.fcs18","Otu00008",2,5,"Present","Present",0.0196365358012796,0.0196365358012796,0.0466535433070866
"20160307_C1.fcs16","Otu00008",2,5,"Present","Present",0.114305761322293,0.114305761322293,0.120267909143856
"20160324_C1.fcs17","Otu00008",2,5,"Present","Present",0.146313234147458,0.146313234147458,0.232256174948746
"20160502_C1.fcs17","Otu00008",3,1,"Present","Absent",0.0629793763652915,0.0629793763652915,0.00237788566333102
"20160513_C2.fcs18","Otu00008",3,1,"Absent","Absent",0.0123532624924179,0,0.0066925315227934
"20160422_C1.fcs17","Otu00008",3,1,"Present","Present",0.0383240253617642,0.0383240253617642,0.0116643795334248
"20160229_C1.fcs13","Otu00008",3,1,"Present","Present",0.0764136923595405,0.0764136923595405,0.018522110162917
"20160401_D2.fcs17","Otu00008",3,1,"Present","Present",0.248633884670586,0.248633884670586,0.0270375036340731
"20160522_D3.fcs19","Otu00008",3,1,"Present","Present",0.0254293909400168,0.0254293909400168,0.0466535433070866
"20160422_D2.fcs17","Otu00008",3,1,"Present","Present",0.130220075404401,0.130220075404401,0.0607062943866135
"20160321_D1.fcs18","Otu00008",3,1,"Present","Present",0.032584070274536,0.032584070274536,0.122257353645684
"20160321_C2.fcs18","Otu00008",3,1,"Present","Present",0.437518587354827,0.437518587354827,0.263052016476674
"20160502_C2.fcs16","Otu00008",3,2,"Present","Absent",0.00159013803498689,0.00159013803498689,0.00359712230215827
"20160513_C1.fcs18","Otu00008",3,2,"Absent","Absent",0.026526220229818,0,0.00816200020663292
"20160223_C2.fcs17","Otu00008",3,2,"Absent","Present",0.00909114014077056,0,0.0120224936978864
"20160401_C1.fcs21","Otu00008",3,2,"Present","Present",0.0622114644535095,0.0622114644535095,0.021078854076842
"20160223_D3.fcs19","Otu00008",3,2,"Present","Present",0.0111374517140846,0.0111374517140846,0.0297759433962264
"20160502_D1.fcs19","Otu00008",3,2,"Present","Present",0.0208704761713882,0.0208704761713882,0.0490926456542502
"20160321_D2.fcs18","Otu00008",3,2,"Present","Present",0.0139294844310968,0.0139294844310968,0.0671591019535426
"20160229_D1.fcs17","Otu00008",3,2,"Present","Present",0.0685845798808569,0.0685845798808569,0.126097681302417
"20160411_D2.fcs17","Otu00008",3,2,"Present","Present",0.105602243802227,0.105602243802227,0.317904374364191
"20160223_C1.fcs21","Otu00008",3,3,"Present","Absent",0.0441375237313582,0.0441375237313582,0.00445632798573975
"20160411_D3.fcs19","Otu00008",3,3,"Present","Absent",0.00287283328414092,0.00287283328414092,0.00884114459549387
"20160223_D1.fcs16","Otu00008",3,3,"Present","Present",0.0145146227706145,0.0145146227706145,0.0130777677947489
"20160229_D2.fcs19","Otu00008",3,3,"Present","Present",0.117372474593891,0.117372474593891,0.0225124256895039
"20160229_C2.fcs16","Otu00008",3,3,"Present","Present",0.149478102518087,0.149478102518087,0.0305410122164049
"20160324_D2.fcs17","Otu00008",3,3,"Present","Present",0.0537163671863504,0.0537163671863504,0.0532818532818533
"20160307_C2.fcs16","Otu00008",3,3,"Present","Present",0.163111923580358,0.163111923580358,0.0761382231206083
"20160513_D2.fcs18","Otu00008",3,3,"Present","Present",0.0011199382347944,0.0011199382347944,0.139466158245949
"20160324_C2.fcs13","Otu00008",3,3,"Present","Present",0.10538829678713,0.10538829678713,0.331953403292577
"20160522_C2.fcs17","Otu00008",3,4,"Present","Absent",0.160772682478023,0.160772682478023,0.00600686498855835
"20160223_D2.fcs19","Otu00008",3,4,"Absent","Absent",0.0151417754023761,0,0.00929549902152642
"20160522_D2.fcs17","Otu00008",3,4,"Present","Present",0.0113232522957767,0.0113232522957767,0.015357867284845
"20160502_D3.fcs16","Otu00008",3,4,"Present","Present",0.0113748018456388,0.0113748018456388,0.0226404279709591
"20160505_D2.fcs19","Otu00008",3,4,"Present","Present",0.0373944026653781,0.0373944026653781,0.0353991381079417
"20160502_D2.fcs18","Otu00008",3,4,"Present","Present",0.0272602442111428,0.0272602442111428,0.0588462653396463
"20160522_D1.fcs17","Otu00008",3,4,"Present","Present",0.0410200109107702,0.0410200109107702,0.116851993865031
"20160229_D3.fcs21","Otu00008",3,4,"Present","Present",0.12576019798343,0.12576019798343,0.20460036725621
"20160513_C2.fcs19","Otu00008",3,5,"Absent","Absent",0.0598312900367183,0,0.0066925315227934
"20160411_C2.fcs17","Otu00008",3,5,"Present","Present",0.0837534089338244,0.0837534089338244,0.0104604655932725
"20160422_C1.fcs18","Otu00008",3,5,"Absent","Present",0.0438973066531721,0,0.0116643795334248
"20160411_C1.fcs17","Otu00008",3,5,"Absent","Present",0.0467343534311569,0,0.0252613240418118
"20160411_D1.fcs14","Otu00008",3,5,"Present","Present",0.183162415613485,0.183162415613485,0.036800457622271
"20160522_D3.fcs20","Otu00008",3,5,"Present","Present",0.142332840569569,0.142332840569569,0.0466535433070866
"20160307_C1.fcs17","Otu00008",3,5,"Present","Present",0.155317641533721,0.155317641533721,0.120267909143856
"20160324_C1.fcs18","Otu00008",3,5,"Present","Present",0.142166374275255,0.142166374275255,0.232256174948746
"20160321_C2.fcs19","Otu00008",3,5,"Present","Present",0.180203782842022,0.180203782842022,0.263052016476674
"20160223_D1.fcs17","Otu00010",1,1,"Absent","Absent",0.00881739727533866,0,0.000499151442547669
"20160522_D2.fcs18","Otu00010",1,1,"Present","Absent",1.59478764405681e-07,1.59478764405681e-07,0.00135226504394861
"20160321_D1.fcs19","Otu00010",1,1,"Present","Absent",0.0281114093698112,0.0281114093698112,0.00402414486921529
"20160522_C1.fcs15","Otu00010",1,1,"Absent","Absent",0.0135230083927685,0,0.00671803991306066
"20160229_D1.fcs18","Otu00010",1,1,"Present","Present",0.0248567862260521,0.0248567862260521,0.0105574740996547
"20160411_D1.fcs15","Otu00010",1,1,"Present","Present",0.0441163657533167,0.0441163657533167,0.0245971970635904
"20160307_C1.fcs18","Otu00010",1,1,"Absent","Present",0.0184435946113352,0,0.0347505338769171
"20160513_C2.fcs20","Otu00010",1,1,"Absent","Present",0.0597905663421213,0,0.0635305528612997
"20160502_C2.fcs17","Otu00010",1,1,"Present","Present",0.570334396655101,0.570334396655101,0.0835115691230799
"20160411_D3.fcs20","Otu00010",1,2,"Present","Absent",0.000335264111473959,0.000335264111473959,0.000570396425515733
"20160229_D3.fcs22","Otu00010",1,2,"Present","Absent",0.0672992712665756,0.0672992712665756,0.00154634193486035
"20160324_D2.fcs18","Otu00010",1,2,"Present","Absent",0.0908774616389099,0.0908774616389099,0.00415057915057915
"20160223_C2.fcs18","Otu00010",1,2,"Absent","Absent",0.00124993617116148,0,0.0071747139809967
"20160321_C1.fcs17","Otu00010",1,2,"Present","Present",0.0390786582475101,0.0390786582475101,0.0120030727866334
"20160502_D1.fcs20","Otu00010",1,2,"Present","Present",0.0581401727105378,0.0581401727105378,0.0255014326647564
"20160522_C2.fcs18","Otu00010",1,2,"Present","Present",0.0638880469063222,0.0638880469063222,0.0349923722349352
"20160502_D2.fcs19","Otu00010",1,2,"Present","Present",0.0678490959982341,0.0678490959982341,0.0679292685283602
"20160422_D2.fcs18","Otu00010",1,2,"Present","Present",0.0766307387786693,0.0766307387786693,0.085125012160716
"20160223_C1.fcs22","Otu00010",1,3,"Absent","Absent",0.0396545710730971,0,0.000792236086353733
"20160229_D2.fcs20","Otu00010",1,3,"Absent","Absent",0.00651557377403021,0,0.00243640970665627
"20160229_C2.fcs17","Otu00010",1,3,"Absent","Absent",0.0171202986086673,0,0.0043630017452007
"20160411_C1.fcs18","Otu00010",1,3,"Absent","Absent",0.0131175014831824,0,0.00793650793650794
"20160229_C1.fcs14","Otu00010",1,3,"Present","Present",0.0323421506861918,0.0323421506861918,0.0138673390224981
"20160411_D2.fcs18","Otu00010",1,3,"Absent","Present",0.0364802843361146,0,0.0277721261444557
"20160422_C1.fcs19","Otu00010",1,3,"Present","Present",0.0400219092877583,0.0400219092877583,0.0389139384434425
"20160321_D2.fcs19","Otu00010",1,3,"Present","Present",0.0409784418876038,0.0409784418876038,0.0753231606570123
"20160307_C2.fcs17","Otu00010",1,3,"Present","Present",0.145588686198342,0.145588686198342,0.123784772355376
"20160513_D2.fcs19","Otu00010",1,4,"Absent","Absent",0.00831299854273877,0,0.000857959961868446
"20160223_D3.fcs20","Otu00010",1,4,"Absent","Absent",0.0178450259118653,0,0.00324292452830189
"20160223_D2.fcs20","Otu00010",1,4,"Absent","Absent",0.00496543290483211,0,0.00567514677103718
"20160321_D3.fcs18","Otu00010",1,4,"Present","Absent",0.0348826918602563,0.0348826918602563,0.0087265055619486
"20160513_C1.fcs19","Otu00010",1,4,"Absent","Present",0.00509649533866806,0,0.0154974687467714
"20160324_C1.fcs19","Otu00010",1,4,"Present","Present",0.0108051956179684,0.0108051956179684,0.0294835497412867
"20160411_C2.fcs18","Otu00010",1,4,"Absent","Present",0.0057577337226266,0,0.0413290944518511
"20160321_C2.fcs20","Otu00010",1,4,"Present","Present",0.0714141379882136,0.0714141379882136,0.0758693361433087
"20160505_D2.fcs20","Otu00010",1,4,"Absent","Present",0.0102302010981557,0,0.149805048224913
"20160522_D2.fcs19","Otu00010",1,5,"Absent","Absent",8.63358005524967e-05,0,0.00135226504394861
"20160401_C1.fcs22","Otu00010",1,5,"Present","Absent",0.029419533590671,0.029419533590671,0.00373670594998563
"20160502_C1.fcs18","Otu00010",1,5,"Present","Absent",0.0227131952191333,0.0227131952191333,0.00644010700485485
"20160401_D2.fcs18","Otu00010",1,5,"Absent","Present",0.0099717080424968,0,0.0102723132086442
"20160522_D1.fcs18","Otu00010",1,5,"Present","Present",0.0761977228805262,0.0761977228805262,0.0164877300613497
"20160502_D3.fcs17","Otu00010",1,5,"Present","Present",0.0625592307740144,0.0625592307740144,0.0318112342376767
"20160324_C2.fcs14","Otu00010",1,5,"Present","Present",0.0708109748822435,0.0708109748822435,0.0500625782227785
"20160522_D3.fcs21","Otu00010",1,5,"Present","Present",0.0984927389940864,0.0984927389940864,0.0820866141732284
"20160223_D1.fcs18","Otu00010",2,1,"Absent","Absent",0.00335467428606852,0,0.000499151442547669
"20160229_D3.fcs23","Otu00010",2,1,"Absent","Absent",0.00903016007751298,0,0.00154634193486035
"20160321_D1.fcs20","Otu00010",2,1,"Present","Absent",0.0426219854249982,0.0426219854249982,0.00402414486921529
"20160223_C2.fcs19","Otu00010",2,1,"Absent","Absent",0.0088185892459157,0,0.0071747139809967
"20160229_D1.fcs19","Otu00010",2,1,"Present","Present",0.0270565312442526,0.0270565312442526,0.0105574740996547
"20160502_D1.fcs21","Otu00010",2,1,"Present","Present",0.0612712035192381,0.0612712035192381,0.0255014326647564
"20160307_C1.fcs19","Otu00010",2,1,"Present","Present",0.0121753804142577,0.0121753804142577,0.0347505338769171
"20160513_C2.fcs21","Otu00010",2,1,"Present","Present",0.0197367402149408,0.0197367402149408,0.0635305528612997
"20160502_C2.fcs18","Otu00010",2,1,"Present","Present",0.0320965051361336,0.0320965051361336,0.0835115691230799
"20160411_D3.fcs21","Otu00010",2,2,"Absent","Absent",0.591428143328505,0,0.000570396425515733
"20160229_D2.fcs21","Otu00010",2,2,"Absent","Absent",0.00693617363707931,0,0.00243640970665627
"20160324_D2.fcs19","Otu00010",2,2,"Present","Absent",0.0526226654153958,0.0526226654153958,0.00415057915057915
"20160411_C1.fcs19","Otu00010",2,2,"Present","Absent",0.113429288443472,0.113429288443472,0.00793650793650794
"20160321_C1.fcs18","Otu00010",2,2,"Present","Present",0.0088339692476585,0.0088339692476585,0.0120030727866334
"20160411_D2.fcs19","Otu00010",2,2,"Absent","Present",0.0265175197195453,0,0.0277721261444557
"20160522_C2.fcs19","Otu00010",2,2,"Present","Present",0.0442102328230749,0.0442102328230749,0.0349923722349352
"20160502_D2.fcs20","Otu00010",2,2,"Present","Present",0.0455272084359929,0.0455272084359929,0.0679292685283602
"20160422_D2.fcs19","Otu00010",2,2,"Absent","Present",0.0648672012020736,0,0.085125012160716
"20160223_C1.fcs23","Otu00010",2,3,"Absent","Absent",0.0480337803611111,0,0.000792236086353733
"20160223_D3.fcs21","Otu00010",2,3,"Absent","Absent",0.048303363334725,0,0.00324292452830189
"20160229_C2.fcs18","Otu00010",2,3,"Absent","Absent",0.0118148797481566,0,0.0043630017452007
"20160321_D3.fcs19","Otu00010",2,3,"Present","Absent",0.0492348052858921,0.0492348052858921,0.0087265055619486
"20160229_C1.fcs15","Otu00010",2,3,"Present","Present",0.0361004545087379,0.0361004545087379,0.0138673390224981
"20160324_C1.fcs20","Otu00010",2,3,"Absent","Present",0.0286768116771935,0,0.0294835497412867
"20160422_C1.fcs20","Otu00010",2,3,"Present","Present",0.0481479573371938,0.0481479573371938,0.0389139384434425
"20160321_D2.fcs20","Otu00010",2,3,"Present","Present",0.048454061300543,0.048454061300543,0.0753231606570123
"20160307_C2.fcs18","Otu00010",2,3,"Present","Present",0.0797822138198878,0.0797822138198878,0.123784772355376
"20160513_D2.fcs20","Otu00010",2,4,"Absent","Absent",0.00961519994611261,0,0.000857959961868446
"20160401_C1.fcs23","Otu00010",2,4,"Present","Absent",0.0219163285059886,0.0219163285059886,0.00373670594998563
"20160223_D2.fcs21","Otu00010",2,4,"Absent","Absent",0.000591347830966008,0,0.00567514677103718
"20160401_D2.fcs19","Otu00010",2,4,"Absent","Present",0.00729595984127696,0,0.0102723132086442
"20160513_C1.fcs20","Otu00010",2,4,"Absent","Present",0.0165162622810458,0,0.0154974687467714
"20160502_D3.fcs18","Otu00010",2,4,"Present","Present",0.0706127851483744,0.0706127851483744,0.0318112342376767
"20160411_C2.fcs19","Otu00010",2,4,"Absent","Present",0.0101226422180475,0,0.0413290944518511
"20160321_C2.fcs21","Otu00010",2,4,"Present","Present",0.0785645454455917,0.0785645454455917,0.0758693361433087
"20160505_D2.fcs21","Otu00010",2,4,"Absent","Present",0.0183846244541201,0,0.149805048224913
"20160522_D2.fcs20","Otu00010",2,5,"Absent","Absent",0.00921036360387616,0,0.00135226504394861
"20160229_D3.fcs24","Otu00010",2,5,"Present","Absent",0.0177855951571151,0.0177855951571151,0.00154634193486035
"20160502_C1.fcs19","Otu00010",2,5,"Present","Absent",0.0273341109161601,0.0273341109161601,0.00644010700485485
"20160223_C2.fcs20","Otu00010",2,5,"Absent","Absent",0.00658513073169381,0,0.0071747139809967
"20160522_D1.fcs19","Otu00010",2,5,"Present","Present",0.0733638717050461,0.0733638717050461,0.0164877300613497
"20160502_D1.fcs22","Otu00010",2,5,"Present","Present",0.0615308961037479,0.0615308961037479,0.0255014326647564
"20160324_C2.fcs15","Otu00010",2,5,"Present","Present",0.0679374997425771,0.0679374997425771,0.0500625782227785
"20160522_D3.fcs22","Otu00010",2,5,"Present","Present",0.0909803162772084,0.0909803162772084,0.0820866141732284
"20160223_D1.fcs19","Otu00010",3,1,"Absent","Absent",0.00537537966392911,0,0.000499151442547669
"20160522_D2.fcs21","Otu00010",3,1,"Absent","Absent",1.37832196668039e-07,0,0.00135226504394861
"20160324_D2.fcs20","Otu00010",3,1,"Present","Absent",2.97968675154074e-07,2.97968675154074e-07,0.00415057915057915
"20160522_C1.fcs16","Otu00010",3,1,"Present","Absent",0.014192482268872,0.014192482268872,0.00671803991306066
"20160229_D1.fcs20","Otu00010",3,1,"Absent","Present",0.0239284741065976,0,0.0105574740996547
"20160502_D1.fcs23","Otu00010",3,1,"Absent","Present",0.0443530674773249,0,0.0255014326647564
"20160307_C1.fcs20","Otu00010",3,1,"Absent","Present",0.00850706322067894,0,0.0347505338769171
"20160513_C2.fcs22","Otu00010",3,1,"Absent","Present",0.00253753253293853,0,0.0635305528612997
"20160422_D2.fcs20","Otu00010",3,1,"Absent","Present",0.0834226099086511,0,0.085125012160716
"20160411_D3.fcs22","Otu00010",3,2,"Absent","Absent",0.0183280176778951,0,0.000570396425515733
"20160229_D3.fcs25","Otu00010",3,2,"Present","Absent",0.0223982429581805,0.0223982429581805,0.00154634193486035
"20160229_C2.fcs19","Otu00010",3,2,"Absent","Absent",0.0255202659661433,0,0.0043630017452007
"20160223_C2.fcs21","Otu00010",3,2,"Absent","Absent",0.00623093349038667,0,0.0071747139809967
"20160321_C1.fcs19","Otu00010",3,2,"Present","Present",0.0138042279118301,0.0138042279118301,0.0120030727866334
"20160411_D2.fcs20","Otu00010",3,2,"Present","Present",0.228483652182318,0.228483652182318,0.0277721261444557
"20160522_C2.fcs20","Otu00010",3,2,"Present","Present",0.112518952598792,0.112518952598792,0.0349923722349352
"20160502_D2.fcs21","Otu00010",3,2,"Present","Present",0.0121036805209261,0.0121036805209261,0.0679292685283602
"20160307_C2.fcs19","Otu00010",3,2,"Present","Present",0.336054140969017,0.336054140969017,0.123784772355376
"20160223_C1.fcs24","Otu00010",3,3,"Absent","Absent",0.0203791583230164,0,0.000792236086353733
"20160229_D2.fcs22","Otu00010",3,3,"Absent","Absent",0.00303952760514961,0,0.00243640970665627
"20160223_D2.fcs22","Otu00010",3,3,"Absent","Absent",0.0198421399003248,0,0.00567514677103718
"20160411_C1.fcs20","Otu00010",3,3,"Absent","Absent",0.00476099937446071,0,0.00793650793650794
"20160229_C1.fcs16","Otu00010",3,3,"Present","Present",0.0204126177759962,0.0204126177759962,0.0138673390224981
"20160324_C1.fcs21","Otu00010",3,3,"Absent","Present",0.0142084438247704,0,0.0294835497412867
"20160422_C1.fcs21","Otu00010",3,3,"Present","Present",0.0211316278351373,0.0211316278351373,0.0389139384434425
"20160321_D2.fcs21","Otu00010",3,3,"Present","Present",0.0214769750009928,0.0214769750009928,0.0753231606570123
"20160505_D2.fcs22","Otu00010",3,3,"Absent","Present",0.0145244079140745,0,0.149805048224913
"20160513_D2.fcs21","Otu00010",3,4,"Absent","Absent",0.0108205308393309,0,0.000857959961868446
"20160223_D3.fcs22","Otu00010",3,4,"Absent","Absent",0.0096252278265773,0,0.00324292452830189
