"","OTUOfInterest","rep","fold","RMSE(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","MAE(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","R2(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","sum(CombinedNS$PredictedClass == CombinedNS$TrueClass)/length(CombinedNS$TrueClass)","GMM1_Class","GMM2_Class","GMM3_Class","GMM4_Class","GMM5_Class","GMM6_Class","GMM7_Class","GMM8_Class","GMM9_Class","GMM10_Class","GMM11_Class","GMM12_Class","GMM13_Class","GMM14_Class","GMM15_Class","GMM16_Class","GMM17_Class","GMM18_Class","GMM19_Class","GMM20_Class","GMM21_Class","GMM22_Class","GMM23_Class","GMM24_Class","GMM25_Class","GMM26_Class","GMM27_Class","GMM28_Class","GMM29_Class","GMM30_Class","GMM31_Class","GMM32_Class","GMM33_Class","GMM34_Class","GMM35_Class","GMM36_Class","GMM37_Class","GMM38_Class","GMM39_Class","GMM40_Class","GMM41_Class","GMM42_Class","GMM43_Class","GMM44_Class","GMM45_Class","GMM46_Class","GMM47_Class","GMM48_Class","GMM49_Class","GMM50_Class","GMM51_Class","GMM52_Class","GMM53_Class","GMM54_Class","GMM55_Class","GMM56_Class","GMM57_Class","GMM58_Class","GMM59_Class","GMM60_Class","GMM61_Class","GMM62_Class","GMM63_Class","GMM64_Class","GMM65_Class","GMM66_Class","GMM67_Class","GMM68_Class","GMM69_Class","GMM70_Class","GMM71_Class","GMM72_Class","GMM73_Class","GMM74_Class","GMM75_Class","GMM76_Class","GMM77_Class","GMM78_Class","GMM79_Class","GMM80_Class","GMM81_Class","GMM82_Class","GMM83_Class","GMM84_Class","GMM85_Class","Other_Class","GMM1_Reg","GMM2_Reg","GMM3_Reg","GMM4_Reg","GMM5_Reg","GMM6_Reg","GMM7_Reg","GMM8_Reg","GMM9_Reg","GMM10_Reg","GMM11_Reg","GMM12_Reg","GMM13_Reg","GMM14_Reg","GMM15_Reg","GMM16_Reg","GMM17_Reg","GMM18_Reg","GMM19_Reg","GMM20_Reg","GMM21_Reg","GMM22_Reg","GMM23_Reg","GMM24_Reg","GMM25_Reg","GMM26_Reg","GMM27_Reg","GMM28_Reg","GMM29_Reg","GMM30_Reg","GMM31_Reg","GMM32_Reg","GMM33_Reg","GMM34_Reg","GMM35_Reg","GMM36_Reg","GMM37_Reg","GMM38_Reg","GMM39_Reg","GMM40_Reg","GMM41_Reg","GMM42_Reg","GMM43_Reg","GMM44_Reg","GMM45_Reg","GMM46_Reg","GMM47_Reg","GMM48_Reg","GMM49_Reg","GMM50_Reg","GMM51_Reg","GMM52_Reg","GMM53_Reg","GMM54_Reg","GMM55_Reg","GMM56_Reg","GMM57_Reg","GMM58_Reg","GMM59_Reg","GMM60_Reg","GMM61_Reg","GMM62_Reg","GMM63_Reg","GMM64_Reg","GMM65_Reg","GMM66_Reg","GMM67_Reg","GMM68_Reg","GMM69_Reg","GMM70_Reg","GMM71_Reg","GMM72_Reg","GMM73_Reg","GMM74_Reg","GMM75_Reg","GMM76_Reg","GMM77_Reg","GMM78_Reg","GMM79_Reg","GMM80_Reg","GMM81_Reg","GMM82_Reg","GMM83_Reg","GMM84_Reg","GMM85_Reg","Other_Reg"
"Overall94","Otu00019",1,5,0.38407454492145,0.133099004404919,NA,0.9375,0,0,0,0,0,0,10.6260296562167,0,0,0,0,0,0,0,61.8366084181146,0,0,4.07572525253686,0,69.7142562573401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1862869953095,0,22.8426066733077,6.52884648034836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5580741776439,0,0,0,13.0696070460146,0,0,0,0,0,0,0,0,0,0,0,49.7758421073326,32.780131400285,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1433324057876,0,0,0,23.3957122769698,0,0,11.318025905256,0,18.1568261441745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8324387669447,0,0,0,0,0,18.1536645008675,0,0,0,0,0
"Overall95","Otu00020",1,1,2.5156463113551,0.939034121461489,0.149524462005572,0.846153846153846,0,0,0,40.6776298423426,0,0,0,12.4802955737667,0,0,16.9098971563137,90.5724271737128,0,0,0,0,0,0,4.92978141586237,0,0,0,0,0,0,17.0850654573273,0,0,37.0702897880923,0,0,0,0,0,0,0,14.3751270218538,0,10.0031057893115,0,0,100,0,33.0536518951648,0,0,0,0,0.780449885731295,5.93473337393327,0,0,0,0,0,0,0,0,10.8721002987687,0,0,0,0,0,0,0,0,26.6437128343985,0,0,0,17.651171448805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42411020659818,0,0,4.97864676709062,1.7311472764046,2.0996352622355,1.98275300310303,0,0,0,1.56979930653862,9.18371270476402,0,0,1.11501371627195,0,0,6.31141149328706,0.81360128928201,0,0,0,4.40577971401366,0.696692504959842,0,0,0,0,1.35265637528662,0,0,0,1.54141153205783,0,0,0,0,0,0,2.69336814661031,4.44931850949487,29.1591794113751,0,3.24298660962523,5.26469825171163,0,0.936985211825745,0,0,0,0,1.20157790435882,0,0.726708842160418,0,0,0,2.95310524331576,1.58120868661691,0.380395451726149,0,0,3.087040369839,0,0,1.00052089302034,0,2.69021900050282,0,0,0,0,0,0.817290827661328,0.609025488262081,0,0,0,0,0,0,0,0,0,0,0
"Overall96","Otu00020",1,2,0.938036614866473,0.38398620187459,0.000164601493664602,0.882352941176471,0,0,0,33.8501609417074,0,0,0,2.6015626806647,0,0,14.0302844719807,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6443288765425,0,0,0,0,0,0,0,21.9102039717416,0,4.39214223808725,0,0,85.5086214522433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1419397164601,0,0,0,0,0,1.17170706304352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0023872868749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.9976127131251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall97","Otu00020",1,3,21.7106807924737,13.0550506797104,NA,0.529411764705882,0,0,0,0,0,0,0,33.7764712745929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3088761429396,0,0,0,0,23.4068424002462,0,0,0,0,1.31428027497212,0.886540730332987,0.631932805837883,1.22945338776973,0.203484576452695,1.06670376915169,2.40236958954473,1.54530968547026,0.544878545100263,0.895642948467868,1.10548298442176,4.92705904819493,1.01429044663415,2.1798251971632,1.38519060184571,0.499930750229973,1.10352567821593,1.13496267744203,0,0.415808594486486,0,2.18419718022244,1.14454165571838,0.874627732318894,0.762223663925304,0.646356820519106,0,1.26966867441239,1.44934770520903,1.38219360616523,0.32636533588247,0.950885602654986,0.315251280713126,1.19760302242137,1.09556038224571,1.92136779463244,2.89650751387327,0.810897220200649,1.0525674184727,0.270267498313745,1.48153030669059,3.37088551491945,1.14282357404332,1.79897857415588,0.638374512533005,0.174025511265605,1.52591101279743,0.166273010550306,0.794501285096626,1.95104764120501,1.38671319120029,0.64679530700877,1.79934102335335,0,0.289993325527113,1.46406845390745,1.28409925202208,1.31999825291949,0.495508861730667,0.778006577071181,2.14016656189957,1.24951611648339,0.907139213579407,1.57487667701179,0.615662607570966,0.636844103523505,0.629747566436613,1.24633856116327,1.11816919127429,2.85508713220479,1.74955560962233,1.18130459095225,0,1.50387888856985,1.05488247785373,1.13308987009714,6.58279522304042,0.0160493320310972,1.13066246950106,1.01141719344636,0.66266820308364,1.1316763934838,2.3224944295375,0,0,0
"Overall98","Otu00020",1,4,5.54973261580633,2.54427867570828,0.0281554535843565,0.8125,0,0,0,54.6269794878512,0,0,0,5.55375488434548,0,0,0,100,0,0,0,0,0,10.09300042973,0,0,0,0,0,0,0,14.0585082393091,0,0,43.2422259558733,0,0,0,0,0,0,0,16.9278441313777,0,0,0,0,93.5432672870329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2129705313273,0,0,0,0,0,0,0,0,0,0,0,0,8.43515084499574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall99","Otu00020",1,5,1.82310581797969,0.70350185920041,0.960485266941432,0.9375,0,0,0,0,0,0,38.0228852305673,16.8149660652932,0,0,26.4850305583187,100,0,0,20.4660706069522,0,0,0,19.2489421211791,0,0,0,0,0,0,37.6882247761161,0,0,34.3423410403759,0,0,0,0,0,0,0,31.4732738977312,0,0,0,0,81.0738906435852,0,0,41.0362064157425,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8978560581751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall100","Otu00022",1,1,1.10535692282913,0.57758653994659,NA,0.846153846153846,0,0,0,0,20.5006839904705,0,25.3767140826925,0,12.0563421611625,0,0,0,0,0,0,0,0,0,50.3839467460642,0,0,25.6373950513936,0,44.9215932985369,0,0,0,2.92184248478241,0,0,0,0,33.0658538355942,69.4490138717053,41.3854342352233,0,0,0,0,18.47878812398,0,0,26.9065548040771,0,0,0,0.797999821519738,0,0,0.62482652795058,0,100,0,12.9929320058528,0,0,12.7641120547637,0,6.34059898830279,0,52.3098988694861,52.7120460846139,0,0,0,0,10.0981725622158,0,0,0,0,2.57005104802269,0,22.9028936347363,7.41824493917247,0,0,0,0,25.5643647232532,0,0,0,0,2.05179975013625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall101","Otu00022",1,2,2.85506515184708,0.902233695548754,0.933038685702009,1,32.6502165041855,0,7.2584797220202,0,13.8110229901573,44.9950421142699,27.0987982372194,0,21.3434697215174,0,0,0,0,0,0,0,0,34.3837966070454,47.1593490719431,0,17.9188050784607,15.2529925297208,0,31.8695703360864,0,0,0,2.98311290644841,0,0,11.1298824996353,0,15.2577197618688,100,17.643863806548,0,0,0,11.8836837275045,16.8062998375779,0,0,12.5338541366642,51.6612006046245,14.7270463217946,0,4.04123081542346,0,0,6.81183136814876,0,84.2602762495056,81.7247993779596,6.13892413170877,0,0,7.3669236357533,0,9.97182708991695,8.30118666125142,41.8549822158993,71.3001751107392,0,0,11.2998052706974,0,12.5706811126713,0,90.2740003326656,0,48.7267212340067,2.81402349388711,0,11.7215167105886,5.28712613073179,0,0,0,19.7853791856959,5.23069153959245,30.8241538242689,0,0,0,5.65469882411119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall102","Otu00022",1,3,0.578207217632574,0.262351494266515,0.686903340956141,0.941176470588235,10.4853738625691,0,0,0,6.63578633307225,25.0619595666764,11.0083158216137,0,10.1147157027905,0,0,0,0,0,0,0,1.33817090767205,9.66443429540015,29.9183430939477,0,0,8.75525316803101,0,29.1643103787613,0,0,2.33155720431445,1.82537808558131,0,2.87069736804012,4.92415325736651,0,6.5115288593264,68.188197042655,13.5082400494484,0,0,0,6.16183003270819,7.31581170722293,0,0,4.77036461897647,38.3397558072155,10.6333634507024,0,4.7168247710527,0,0,1.8767836436186,0,100,55.6014179716308,5.40263538443923,0,0,3.21695968353767,0,3.29602642212579,0,31.965966150959,52.4407412503653,6.18336323394755,0,0,0,5.84035517490556,0,0,0,23.5199726570147,1.68682041307062,0,12.639241141589,0.651229981889343,0,2.87703976741315,0,6.77363508467079,6.91640127804124,0,0,6.59212237173312,0,2.5350724927278,0,0,0,0,0,0,5.15115751687314,5.20379128296777,0,4.44245011604701,1.89998915704331,0,0,0,4.00361033229792,7.11757513465331,0,0,0,0,3.79097657634953,0,0,0,0,0,0,0,0,0,0,0,0,8.5078803301626,2.85101050056171,0,0,0,3.40287622168589,0,0,0,0,0,2.28657290731536,0.49865302936517,0,0,0,0,1.09393762462836,0,8.58828332229756,13.0610264787558,0,0,0,0,12.0223323431213,0,0,5.23925535582277,0,0,3.56306332739568,0,0,1.27304297132496,2.11736552419393,0,0,2.29189765728764,0,0,0,0,0,0,0,0.852704396484877,0,0.740547893364398,0,0,0,0,0
"Overall103","Otu00022",1,4,1.6129595831564,0.669989233206653,0.353516876036932,0.9375,0,0,0,0,19.2874898712765,31.333626427888,0,0,16.5695331719082,0,0,0,0,0,0,0,0,0,60.8299711562323,0,0,0,0,43.8662700114795,0,0,0,6.61341675792651,0,0,13.2533779856202,0,13.48197424171,45.3434192321632,29.500293411192,0,0,0,0,15.4093107656324,0,0,29.7694683766131,0,12.9276461651742,0,12.1971687863881,0,0,0,6.09652744792291,100,73.8381532610006,8.47087814001841,0,0,14.5992587327676,0,9.10117761170459,0,58.9444124756188,0,0,0,0,0,10.2191729096675,0,0,0,53.6104434044414,5.15098307741905,4.8841126395623,18.3336230424524,8.35708909379934,0,0,0,0,0,0,0,0,0,7.06781552147259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546075148019806,0,0,12.5178423225439,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3428228949924,0,0,22.3568763735469,0,0,0,0,0,0,0,0,0,0.236383260897016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall104","Otu00022",1,5,1.53212997830651,0.815614566690981,0.235435029738848,0.6875,19.0115509425934,0,0,0,17.0842361369928,18.357855420996,0,2.37471995472816,12.527445126496,0,0,0,0,0,0,0,0,0,36.9923513089913,0,0,13.5285707598415,0,20.2697297282676,0,0,0,3.57252898308641,0,0,0,0,23.5001306301315,39.9249333056321,6.03791167023324,0,0,0,0,6.27262580186015,23.0652045661216,0,45.6802788023542,86.7361873146208,12.5322629859063,0,2.42021530556968,0,0,0,0,100,0,5.58159970417559,0,0,0,0,0,4.21290349230759,42.2791448938067,36.5967832773354,0,66.9365735196812,16.2414923892716,0,7.99142360440235,51.6396423637523,0,0,76.4175277010236,0,0,4.59129517698716,1.36305552409247,16.955604167493,0,0,0,0,0,0,0,0,1.84410023234828,0,3.91928496014046,2.19338745193253,0,4.55799131948012,0,3.56226161361614,0,0,1.30106745451718,0,0,0,1.00879974261366,0.479913134798857,4.91763452227098,0,0.97181883379635,0,4.07402828559766,0,0,0.0559592367973076,0,0,2.1395647398177,0,0.92973830814539,0,0,0,0.679858967671045,0,3.20785923102172,4.95943556949708,3.79458109895558,0,0,0,0,0,2.58125611835295,3.90368782533476,2.35803930504653,7.96963907823077,0.284962643930346,0,0,2.28847023296891,0,0,0,5.34784463079591,0,0,0,0,0,6.42521070418534,0,0,6.2946998584316,0,0,5.90479691617534,0,0,1.15986112425659,4.40815747089468,0,0,3.62075997879423,0,0,0,0,0,0,0,1.38047126629037,0,2.7244597530489,0,0,0,0.594498622592999,0
"Overall105","Otu00024",1,1,7.41690525321451,2.77775460408883,0.222259812871897,0.923076923076923,0,0,28.7773539178167,3.55073403839712,0,0,27.5930349050099,16.5898245829718,0,0,1.72512072272658,1.56024819600384,0,0,47.0413555210571,0,0,13.397663112309,62.4481454956303,3.7677592174276,0,0,3.53707831705678,2.84082806555557,9.2547320190587,2.06051957361794,0,1.73553098856488,0,0.980476286930628,2.85290572698703,0,0,0,6.05548085272737,6.17268805359084,0,0,0,66.1508486122954,2.69821780538846,4.54974431392662,5.70246110249748,37.9601644673182,15.1900837549109,55.2250914401249,0,0,3.18436285070066,2.96774540987338,0,8.20670108449441,5.5725759571065,0.722612194587952,2.67703605580307,0,0,7.00457745666773,23.1040910768281,0,1.01264952420975,0,3.04605960401878,2.56009624478398,0,0,0,0,9.17314453202962,0,53.6517963606299,3.05507747660824,0,43.4189417959489,100,44.2646742556741,3.44953085057883,0,0,0,26.8901555434104,0,0,0,2.8287627907759,0,0.612883779057349,1.05056065792747,3.64858779555815,1.04444103878459,2.49150084081574,0.487344037937531,2.97200079926961,0.347069684167516,0.377766407425184,1.17175001558747,0.159838696625043,0.532767855066849,0.622930963926738,0.806040967339679,1.25255800460861,1.34438853805977,0.341425592670591,0.775754625537359,1.12253860821686,0,0.694302709270515,0.142525646455424,1.6717816576448,1.01821402728242,0.917192970613753,3.90744197914644,0.425411133965164,0.903438395901119,1.21063913684892,0.869335609625523,0.935881196638109,0.72827519575886,1.34930590879864,0.99907416961615,1.33651975605686,1.20599840717283,0.335860606466569,0.473150875503244,0.284301819165312,4.34838066984374,0.871091051565712,1.33867614214598,0.901968731362985,2.26681005141518,2.01595137625297,1.98236081172828,1.43727308724997,0.5677646230633,0.222661474750168,1.19486969357053,0.807458778775943,0.759055275395524,1.42855524898406,0.876866240368702,0.611044285981448,2.30892512929702,0.340482380912395,1.64187350414407,3.47140682955665,1.67699862030546,1.18574543133811,0,0.681450942329806,0.74408913067388,0.388685628940917,3.4357502852638,1.40453242576822,0.899922392022518,0.2228838805014,1.07297122152068,5.43610928817759,1.00705734358958,0.361963426768078,1.06784376109453,1.35320595970508,2.20152241168433,1.43035252817022,0,0.994442447064542,0.424687132794479,1.62665919230426,0.282397259176081,1.0975544965016,0,1.03889929742745,0
"Overall106","Otu00024",1,2,23.8253648001331,11.4014539451905,0.0763362080555081,0.470588235294118,0,0,0,26.7569628895711,0,0,0,0,0,0,0,41.9924585979008,0,0,0,0,0,0,45.789622554479,0,0,0,0,0,0,0,0,0,0,27.183628303183,0,0,0,0,0,0,0,0,20.5804428510136,12.5249288086204,26.574924918272,0,0,0,0,0,8.02887294091637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3071631211571,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1935447311224,0,0,0,0,0,0,0,15.2076827542224,0,0,0,0,0,0,3.66600646801162,0,0,0,0,0,0,0.570116471855509,0,0,0,12.3337737480158,0,0,0,0,0,0,0,0,1.45826068822547,4.58257366116944,8.50400602686231,0,0,0,0,0,11.8967233537145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43395768951826,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1533544072823,0,0,0,0,0,0,0,0,0,0
"Overall107","Otu00024",1,3,16.8277996914657,6.96954544305671,0.0575696020231341,0.823529411764706,0,0,0,0.821143241325095,0,0,0,11.5724983224664,0,0,2.65419837381997,0,0,0,68.0429775947025,0,0,11.4710099843854,21.9531068460581,0,0,0,0,0,8.91134963075932,0,0,0,0,0.139890701678279,0,0,25.3016093258314,0,0,11.877498717541,0,0,0,100,0,0,0,14.3167766984654,31.5063308138064,46.0019151267331,0,0,0,0,0,0.598310736769628,0,0,0.635250190196291,0,0,7.17949482668198,16.4839177174582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8138188709628,57.3777775026165,30.3893579877703,4.73294070256755,0,0,0,0,0,0,0,0,0,0.637126648624066,0.666187774990694,1.78338219069642,0.165966527815479,5.05705338071562,0.577128651171745,0.973585905832001,0.88612378265824,0.505461182751011,0.619600857660209,0.0153069012718169,1.06612126314447,0.220101288260151,0.570977277803331,0.957102206474932,3.13621771823251,0.327186948197693,0.264752243633714,0.623297885171013,0.13565805915815,0.550870642216126,0.0616432361051189,0.519580457304465,1.62288295233865,0.505009836284022,4.1047120274663,0.55743451356293,0.551473834441803,0.636248251274354,2.35255087474482,0.496436673569626,0.561703992136389,2.43956473880809,0.622508496431442,0.642008521097441,0.800338493527269,0.233713175862696,0.149020667177218,0.108443302078588,1.45428880126776,0.205810354246891,1.94605938466323,1.7125989229557,0.879754289483754,0.868983914165758,2.81808920210881,1.21459027477776,0.074676794185912,0.0714508000542783,1.41363421467454,0.842384448880473,0.272534741122104,1.09196937853088,4.38705002575265,0.175238042136442,4.69934166894407,0.45997406593524,1.04715821064151,3.19855158256776,1.51005994348954,0.678272237083579,0.281323513848211,2.98407301401193,1.28525343086477,0.0302547752425943,2.43044593683472,0.439859859252407,0.580597283163486,0.24865060544353,1.35851535775931,0.952682732399171,2.00253943830407,0.342133306367141,4.9875260738849,2.53155920748773,0.508840788243823,0.534923777251432,1.09857702164246,0.717755005835892,0.154577629548896,1.50775956993425,0.23874689987658,0.790267519426833,5.32639961638765,0.939782958628955,0
"Overall108","Otu00024",1,4,1.17357599133694,0.293393997834234,NA,0.9375,0,0,0,0.479514504988318,0,0,0,12.6176171685088,0,0,0,2.42464326783751,0,0,67.4912222147089,0,0,23.0286066598828,59.9608395760642,0.0690948931700123,0,0,0,7.09224279926649,9.65710924790418,0,0,0,0,0.854220710002207,0,0,0,0,0,13.6140817635964,0,0,0,100,0,5.85237744736399,0,46.9283343441744,46.9593207972256,72.9599717771741,0,0,0,0,0,14.9768006536414,0,0,3.42361326653215,0,0,10.5354275247732,34.5580116149198,0,11.7107419759223,0,2.78211905753282,0,0,0,0,0,0,0,67.5632692667662,0,0,58.2875156916281,0,82.2885769126819,0.0012340053509823,0,0,0,37.6820321514981,0,1.76044516311528,0,0,0,0,4.08018945995764,0,0,14.524179816113,0,0,0,0,0,0,0,0,0,2.63247877273145,0,0,0,7.45378766813388,0,0,0,0,0,0,0,0,0,0,0,0,6.13990344179709,9.27942849631083,0,5.32472007838987,0,0,0,0,9.9017365859869,0,0,0,0,0,7.46955128666576,0,0,0,5.13949384504024,0,0,0,0,0,9.88942244525991,0,0,0.0281715678183893,8.14071685424465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81184927814187,0,0,0,0,0,3.18437040340856,0,0,0,0,0
"Overall109","Otu00024",1,5,6.85926552256677,1.7814013765842,0.194812559227756,0.9375,0,0,0,2.30745399961189,0,0,43.7486325158231,17.1610113547428,0,0,3.36315579558547,0,0,0,56.247226717483,0,0,18.2268180294168,63.4116609472266,0,0,2.15837007164421,0,0,14.4325065436317,0,0,0,0,1.30261313145603,0,0,0,0,0,16.0214424501915,0,0,0,100,0,0,0,29.4271153821573,35.8592849869048,74.2333951909662,0,0,0,0,0,0,0,0,1.13396173906351,0,0,5.97509367470001,27.2881619196536,0,9.11427201504675,0,0.544797034659328,0,0,0,0,0,0,0,62.4008128817476,0,0,37.1301019262515,0,61.7145567416848,0.0212832727581188,0,0,0,32.7470484706959,0,0.915600409635159,0,0,0,0,0,0,0,4.34076462521799,0,7.05610539535792,1.69519360990641,0,2.0914171660884,0,0,0,0,3.83384496631705,0,0.646654305061051,1.61327239688527,0,0,0,0.242099680458759,0,0,0,2.01204649554934,0,0,0,0,2.58094196464963,2.74643657761308,3.28964170332216,0,0,2.25030734070621,0,0,0.762491567423499,4.31932059491769,2.01092803161412,0,0,4.54909962924621,5.86724237633913,4.61339452045811,3.59831562128697,0,0,0,0,0,2.78209985706845,0,0,3.35359767747722,0,3.07257039977228,1.68975388976766,3.89122874745598,2.24013756842656,0,0,0,0,2.83029192517955,0,0,0,0,5.58140733815358,0,0,3.15694952826991,4.91407612198768,3.43243798415007,0,0,0,0,2.93593039387205,0,0,0,0,0
"Overall110","Otu00025",1,1,8.34191841559107,3.37655352808165,0.0849512012544432,1,0,0,0,0,0,0,71.7042411351725,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8597439239116,0,0,0,0,0,0,0,0,0,0,0,0,89.8574294050588,49.6294297448442,0,0,0,0,0,28.9113567959928,0,0,0,0,0,69.0885288443849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1219540843698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10875581524142,0,0,0,0,0,0,0,9.27388323997304,0,0,4.02954276243111,0,0,0,0,0,0,0,0,0,9.39873682736622,0,12.5174568787228,0,0,0,0,0,0,0,0,0,0,0,0,9.31110187967236,5.77402333976931,3.98818522798575,0,0,0,0,0,0,7.19283887789685,0,0,0,12.7385412661421,0,0,0,0,10.1796373555434,3.66312398463787,0,0,0.144859423690674,0.0968438085190961,0,0,0,0,4.04381753275821,0,0,0,0.0901636683459375,0,0,0,0,0,1.44848811130388,0,0,0,0,0
"Overall111","Otu00025",1,2,2.37060207379155,1.51344146391169,0.921167052572036,0.588235294117647,0,0,12.0321214945985,10.1934822309012,0,0,47.8389037968577,0,13.866738016571,0,0,0,0,0,39.2912780778521,0,0,0,0,0,0,0,0,0,0,12.3414098325793,0,0,0,62.0184721379321,0,0,0,0,0,0,0,0,3.56094723781753,0,0,0,100,64.503407525802,36.2197241608736,0,21.5518322972251,0,0,5.07867970804957,0,0,0,0,49.9531387447557,62.222914131914,0,0,8.67949020127411,0,0,0,0,0,0,0,0,0,0,0,95.7039538728288,0,0,73.4309707934655,0,0,0,0,0,0,4.0453517333446,0,0,0,27.0406925871862,0,0,0,0,0,0,0,8.36238333398157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6878657740612,0,2.07511064758956,0,0,0,0,0,0,0,0,0,8.18873448857665,19.003959264367,14.0642828108838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191487940619793,0,0,0,0,0,17.39450501472,0,0,9.21917357572878,2.03912363165685,0,0,2.90736007179326,0,0,0,0.866013446021606,0,0,0,0
