"","OTUOfInterest","rep","fold","RMSE(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","MAE(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","R2(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","sum(CombinedNS$PredictedClass == CombinedNS$TrueClass)/length(CombinedNS$TrueClass)","GMM1_Class","GMM2_Class","GMM3_Class","GMM4_Class","GMM5_Class","GMM6_Class","GMM7_Class","GMM8_Class","GMM9_Class","GMM10_Class","GMM11_Class","GMM12_Class","GMM13_Class","GMM14_Class","GMM15_Class","GMM16_Class","GMM17_Class","GMM18_Class","GMM19_Class","GMM20_Class","GMM21_Class","GMM22_Class","GMM23_Class","GMM24_Class","GMM25_Class","GMM26_Class","GMM27_Class","GMM28_Class","GMM29_Class","GMM30_Class","GMM31_Class","GMM32_Class","GMM33_Class","GMM34_Class","GMM35_Class","GMM36_Class","GMM37_Class","GMM38_Class","GMM39_Class","GMM40_Class","GMM41_Class","GMM42_Class","GMM43_Class","GMM44_Class","GMM45_Class","GMM46_Class","GMM47_Class","GMM48_Class","GMM49_Class","GMM50_Class","GMM51_Class","GMM52_Class","GMM53_Class","GMM54_Class","GMM55_Class","GMM56_Class","GMM57_Class","GMM58_Class","GMM59_Class","GMM60_Class","GMM61_Class","GMM62_Class","GMM63_Class","GMM64_Class","GMM65_Class","GMM66_Class","GMM67_Class","GMM68_Class","GMM69_Class","GMM70_Class","GMM71_Class","GMM72_Class","GMM73_Class","GMM74_Class","GMM75_Class","GMM76_Class","GMM77_Class","GMM78_Class","GMM79_Class","GMM80_Class","GMM81_Class","GMM82_Class","GMM83_Class","GMM84_Class","GMM85_Class","Other_Class","GMM1_Reg","GMM2_Reg","GMM3_Reg","GMM4_Reg","GMM5_Reg","GMM6_Reg","GMM7_Reg","GMM8_Reg","GMM9_Reg","GMM10_Reg","GMM11_Reg","GMM12_Reg","GMM13_Reg","GMM14_Reg","GMM15_Reg","GMM16_Reg","GMM17_Reg","GMM18_Reg","GMM19_Reg","GMM20_Reg","GMM21_Reg","GMM22_Reg","GMM23_Reg","GMM24_Reg","GMM25_Reg","GMM26_Reg","GMM27_Reg","GMM28_Reg","GMM29_Reg","GMM30_Reg","GMM31_Reg","GMM32_Reg","GMM33_Reg","GMM34_Reg","GMM35_Reg","GMM36_Reg","GMM37_Reg","GMM38_Reg","GMM39_Reg","GMM40_Reg","GMM41_Reg","GMM42_Reg","GMM43_Reg","GMM44_Reg","GMM45_Reg","GMM46_Reg","GMM47_Reg","GMM48_Reg","GMM49_Reg","GMM50_Reg","GMM51_Reg","GMM52_Reg","GMM53_Reg","GMM54_Reg","GMM55_Reg","GMM56_Reg","GMM57_Reg","GMM58_Reg","GMM59_Reg","GMM60_Reg","GMM61_Reg","GMM62_Reg","GMM63_Reg","GMM64_Reg","GMM65_Reg","GMM66_Reg","GMM67_Reg","GMM68_Reg","GMM69_Reg","GMM70_Reg","GMM71_Reg","GMM72_Reg","GMM73_Reg","GMM74_Reg","GMM75_Reg","GMM76_Reg","GMM77_Reg","GMM78_Reg","GMM79_Reg","GMM80_Reg","GMM81_Reg","GMM82_Reg","GMM83_Reg","GMM84_Reg","GMM85_Reg","Other_Reg"
"Overall130","Otu00029",1,1,6.13445212544962,2.06284668784528,0.252873831861719,1,1.77736897370829,40.5209204060889,0,0,0,5.00295973489091,41.8811987099271,0,0,7.20479069997109,76.0446123445858,0,20.9019565788574,0,0,17.0857194118427,57.7466491873501,0,54.6014281587745,0,0,0,0,0,0,0,18.7859617087555,0,0,0,0,0,0,0,0,0,0,0,48.020980992814,0,0,0,0,0,0,18.0005038887681,0,0,0,0,0,25.1052084988603,100,0,0,26.0153509900864,9.36909101114328,0,0,0,50.8125675922316,0,51.6640205281494,0,0,0,0,0,0,0,0,26.9480270434219,0,1.37086970660287,0,19.9052809409263,0,0,0,0,86.2476915819529,0,0,17.5124365218512,0,0,0.599720676029153,0.597229264330673,0.876438742926415,0.676171845452173,1.36517884471228,0.751282434099251,1.08761020973998,1.57466117132859,0.352213382716566,0.88680322908823,3.13996989973229,3.24172738626477,1.10758809362805,0.682213396945882,1.94169440144078,1.54450757077749,1.10080684780494,0.62359529427724,0.431527599939238,0.773928621503718,1.36578416891392,0.648153303960325,1.33649853189966,3.93120278514165,1.00714104859372,1.59243759916056,1.26360510496758,0.954193283671987,1.28373063409585,1.43963223735276,0.541703753196842,1.2375629135415,1.52442379122716,0.334839568697238,0.302661264098491,0.4300039847731,0.920880356219732,0.307672887768785,2.99018268863458,1.30664462202149,0.298836196662279,2.88498563100303,0.75779974489336,0.816485456327269,2.26608311384606,1.41368442338802,1.58703508568848,2.42662110963757,0.629838992296393,1.15177166621537,1.31617076054449,0.674135148405344,1.72643463091874,0.425453119149365,0.611750254199398,1.71857167138137,0.40340822279971,1.21775441633195,3.47620948063058,0.902787529701074,1.68224443791694,0.68402826576267,0.933322188674659,1.1929554084289,1.64432376185745,1.63270632483276,1.16799914173659,1.27299413599505,0.517649171131746,1.87564739306206,0.420994787891823,0.703900975272034,1.49607722351134,0.671978320556692,0.669264000895984,0.463995040124137,1.21539643052839,0,0.633707807951062,0.668712184762353,1.95388040073463,0.655752063284032,1.19128834258286,0.466992932807364,1.404549165004,0
"Overall131","Otu00029",1,2,2.04701988307299,0.744853126249951,0.996360646034414,0.941176470588235,12.797537381399,68.8389520681936,0,0,0,14.163555822423,36.9404832917174,0,0,0,63.2115456486692,0,25.8103183315632,0,0,26.9004415331286,49.7811169142651,0,66.9523533944506,0,0,0,0,34.5236109766252,0,0,0,0,0,0,0,28.7038175106449,0,0,33.0183213220838,0,0,0,25.5638064743674,0,0,0,0,28.0734893323448,0,4.71772754055256,0,0.0864723803222588,0,0,7.90712908655653,14.9454086233923,100,0,0,43.995643295566,26.6335116958939,0,0,0,46.6680095604878,0,0,0,0,0,0,0,0,0,0,63.979074686162,0,25.2968221825197,0,16.3135372802934,0,0,0,13.7589774727718,66.0679597629675,0,0,18.489320321832,0,0,0,11.1325516647512,1.14785258194301,2.89562971432581,1.62724583456574,0,0,0,0,0,3.26421175215209,0,1.08233543869722,1.63479023759307,0.681829659193173,0,2.23244517176762,0,4.92598048335932,0.22388101105701,0,1.75883195409123,2.36531739745262,1.84228361723805,0.53142411094866,0,0,0.029127624369787,1.82710884170713,0,2.5667061289486,1.51827808943711,0.630651464835963,0.0527834099049253,0.271577442955493,1.66210487375549,1.3481406212607,0.634059219511651,1.41656472208514,0,1.73090858512313,0,0,1.51276598834163,0,0.955330514252875,0.630432136072127,0,0,2.31501712302961,0,0,8.96579189016447,0.983459636908757,0,2.16482779983685,0.62305271444906,0.875720705662129,3.44919888204694,0,3.2523811984723,0,2.5671001174151,0,1.17294986344034,0,0,0,0,6.02471088649352,0.548310499039011,0.18175219803659,1.39331793078136,0,1.30820647237414,0.757500739261109,3.22542575271052,0,0.894093134060545,0,4.77941878835633,0,0,0.384613375763676,0,0
"Overall132","Otu00029",1,3,0.688803174662316,0.232839149516864,0.991571651211546,0.941176470588235,7.65844950494898,33.9937409401833,0,0,0,4.64450974548246,45.3018147506725,0,0,0.824132463659509,70.3873654707737,0,24.5945185183781,0,0,12.6396400276726,37.7987422063905,0,50.3612830409437,0,0,0,0,57.5571876629442,0,0,0,0,0,0,0,0,0,0,16.5734064378398,0,0,0,0,0,0,0,0,17.555604611066,0,10.5129355588083,5.47412822621404,0,0,0,3.9845822980155,5.42547565335329,100,0,0,53.3738226065126,12.2568163222419,0,0,0,49.0004913127213,0,22.6500344251216,0,37.9498001335698,0,0.824634757162828,0,0,0,19.410424422,41.3644535640727,0,20.9521674756028,0,9.18078685209328,0,0,0,0,51.1972078769598,0,0,6.1595727183409,0,0,0,3.87439550169055,0,0.989596585824101,2.84651852301599,0,0,0,0,0,3.2824365204077,0,1.71746660149889,2.13412528246041,0.97715620438616,0.397332119346051,3.10358661783972,0,1.33997934079446,1.01166764311006,0.833096382164421,1.54794108583355,1.69198034448806,5.54821728765519,0.684327533301422,0,0,0.631749104281956,0.946140486883297,0,0,1.87218651512252,1.77084686243585,0,0.817401623957517,0,1.67078383315518,0.245913268929623,1.69848508211034,0,1.13478813952381,0,0,1.87691477158318,3.120542122848,1.1491408819459,0.886463192096787,0,0,3.03835373700197,0.930182586818701,0.463632544559551,4.26678771535219,0,0.127081585439611,6.25639700096029,1.53238666382417,1.50495924861734,0,0,4.94706867576738,1.29893747337233,2.3523515351044,2.82462397282569,1.77529255163644,0,0,0,0,5.41319197308195,0.650854941537888,0.0675807984168904,1.72045769560442,0.470180522729163,0.209270496624174,0,1.95364339026998,0,1.48511050023756,0.340887365896881,5.4603902437845,1.10919732184586,0,0,0,0
"Overall133","Otu00029",1,4,5.17110936418661,1.58791972733821,0.97801527421465,0.9375,5.54764798164326,24.2747915812071,0,0,0,2.40454861197878,29.648995461588,0,0,0,87.9261007465467,0,4.62403525934295,0,2.52428733991547,6.82111956366122,44.7212959538902,0,100,0,0,0,0,46.2825707518867,0,0,2.89292118969693,0,0,0,0,9.77998147714446,0,0,12.6063791489349,0,0,0,0,0,12.741704568113,0,0,1.87405070444234,0,4.8873806387311,1.40870824430744,3.12860901809323,0,0,0,2.13156340234018,90.142438091857,0,0,28.2300120297332,5.41952514574665,0,0,0,35.671008364896,0,18.517703500331,0,0,0,0,0,0,0,0,44.0719244998406,0,7.55052964735437,0,1.83012333276201,0,0,0,0,33.1083099954728,0,0,2.40595456286079,0,0,0,2.43704209975537,0,0,0,0,0,0,0,0,6.57489816777551,0,2.80146244045414,0,2.74854465676281,0,5.85559555041267,0,4.27339346005088,0,0,0,0,5.99471891257465,0,0,0,1.50288303321448,2.1008323173527,0,0,2.69553511608947,0,0,0,0,0,0,4.00972285402182,0,4.09910309295644,0,0,0,0,1.8849923500197,0,0,0,0,0,0,12.4500413506915,0,0,11.3801629958697,0,0,0,0,9.09911281626272,0,0,0,3.70585105369057,0,0,0,0,7.41350352251109,0,0,2.21288818223226,0,0.0389262129709754,0,0,0,0,0,6.72078981433051,0,0,0,0,0
"Overall134","Otu00029",1,5,5.17388857405113,1.55847468240752,0.633373311409562,1,19.1606769863627,74.9972746795613,24.0794371365135,0,0,31.9437186684762,79.8030007448726,0,0,19.0354443240218,72.1109155105733,9.15332663785294,21.7367833034599,0,27.9209320632528,37.6956915980903,46.1163435457841,0,85.1200368376669,0,4.59042599540626,0,0,61.3194890958928,0,0,8.97576492817909,0,0,0,0,26.7684478509047,0,0,77.8318095836322,0,100,0,40.1548803879399,0,71.925638314709,12.9857780045233,16.6773925427106,52.0325641422606,0,22.659138181929,23.9389877683744,0.00866320221732386,0,0,21.4005954380851,15.0867819246509,97.6599472603513,0,0,71.9256772661736,57.0336598177497,0,0,0,99.1623400375353,0,58.5473811721276,0,45.0877470645468,0,4.70166340562865,11.9446869742989,0,0,0,88.9250641938545,0,43.4387086221459,25.8569114748113,20.2365427116031,0,0,0,20.4210637081147,89.3796774912633,0,0,31.3011490601152,0,0,1.2682142430563,1.47926066740595,0.168141352332482,0.470364412495256,0.85303566988563,0.333874221628803,2.69755361202395,0,0.322480118727893,0,2.67307507734651,0,0.377678409340776,0,0.768603150636161,0.811959998379511,1.86753145505143,0.205778782882615,3.12463807520643,0.190361555187082,0.213464134878533,0.682066080213741,0.407561062112744,1.91137997412549,1.35298339815606,1.17348284783526,0,0.66452878905567,1.12798189694596,1.16632699112688,1.01003897693497,0.566253707829034,0.521476439051941,0.486698677077526,0.702299451840758,0,1.76575878506184,0.375623488053943,1.31798824310243,0.289064662095251,1.86169896544055,0.752826293114678,0,3.28488351486335,2.91614540406657,0.338231381015174,2.27135315784036,0,0,1.28074952240136,0.303365191091974,0.129462265721992,5.96406202391386,0.227598446487096,0,4.14792773515132,1.13798813954311,0.964699157754918,1.94917247030445,0,6.13268746400929,3.12214820772215,2.48166223245775,0.387973629657641,0.688816160500909,0,1.03176673934419,1.06884997674988,0.246484813410885,5.01964632421535,3.76271942473008,2.4541337307958,0.680395442207665,0.712742431233233,0.361465184096143,0.191243520519553,4.15092906218934,0,0.758947511461898,0.576905362479987,3.36930325916307,0.68791372289136,1.23557372436828,0,0,0
"Overall135","Otu00030",1,1,1.33951152297661,0.87866239080962,0.092742297773755,0.692307692307692,0,0,0,0,0,0,0,0,0,11.721163670288,18.0646436057212,0,12.9161407651498,0,23.4753152071225,0,10.2125912067642,0,0,0,0,9.57270264668381,0,0,0,8.34636940484893,0,0,0,58.5387925587453,0,1.24438464066522,0,6.49001647108377,0,0,0,0,0,0,23.0823521702556,0,22.5977294247338,0,0,0,20.8274637597501,0,0,5.33079431347892,0,0,0,1.28072064719499,0,0,0,0,29.9579527532828,25.9477705249297,14.208400052575,0,11.5966758183074,54.8886361552977,0,0,43.413049480667,11.486867103629,5.62735305935857,0,0,0,100,0,0,0,73.662004637907,0,0,64.2520054849444,16.1433855136369,0,16.2390509546548,0,0,0,0.544256806611778,0.570301168822017,0.0234823112763234,0.725449707171163,0.720358063949203,0,4.06597530411314,0.00650255676637963,0.39342165809006,2.99904286650286,0.891472260455408,1.67284010893011,1.66284175946726,0.660265714889843,1.11964675133256,0.728752933515253,5.31677546077309,0.32668451725494,0.473717581435464,0.594144096384026,0.467266098617042,0.964322702028412,1.39852298042138,0.616038381803233,1.9653166801374,0.913901839635164,0.65590022806952,0.373584729391748,1.53175122085585,4.6216073941672,0,6.03249926394065,0.565794988966968,0.493561857690833,0.388348140006229,0.258705273148925,0.718769719211985,0.0728956144179522,0.432200684654557,0.363581351994079,0.963597753814829,1.08495547306742,0.279724077722185,1.12625401193436,0,2.41880342281132,0.919861266447788,0.207981081305609,1.37529456543032,0.536774984440997,0.752087997500708,2.80981054381318,1.24438990563309,1.28142722164414,1.46539430319297,0.849929992180032,0.888059011726108,0.788304051795853,0.646881437107321,0.643766166111438,0.659767451699486,0.251348857413623,0.73201456856919,7.17802705419161,0.628686604368468,0.93977634521075,1.62682818736002,4.69276054273665,0.383141225519713,0.296104623153267,1.77205270689781,0.938972148088385,4.76763615348877,0.532051307203225,0.0319846110004684,0.411573403209882,2.66855627745063,0,0.207711626867749,1.66092050502015,1.18917223601021,0.423760892645872,0.458048308217018,0,0.935306319097373,0
"Overall136","Otu00030",1,2,0.704253804467989,0.313069545971668,0.900247572095543,0.941176470588235,0,0,6.4042101861761,0,27.5955037915797,0,0,0,0,22.5183953357442,1.63958501347019,0,3.52023583640567,0,15.098166057419,0,19.6516274153594,2.18556392743138,0,0,0,1.30106870876966,0,13.3226165358327,0,0,0,0,0,86.6619708219769,0,0.592736350770179,0,0,0,0,0,0,17.2366030876647,0,37.8979337204767,0,3.98550848748204,0,0,0,100,0,0,0,0,0,0,1.04134508876223,0,0,0,0,42.4016963046828,0,7.23267460594942,0,58.6343713241743,79.1653532838581,0,0,78.7430429424647,50.8493789211832,18.8526644931707,0,0,0,0,0,0,0,44.7124796027238,0,0,0,0,0,50.8105240284002,0,0,0,2.45833907084443,0.253815506809617,0.268344680382325,0.893469566282269,2.51947997609457,1.09894478646805,0.926723340003399,0.560778706176889,0.389896139493977,1.28267510316133,0.96829753503438,0.950453846020371,0.940138258780903,1.01833418697909,3.10246310880174,1.2350808550674,1.74099148537855,0.588769481627355,0.547652360071758,1.04134635883145,0.782319544344471,0.62798671239665,0.746057241213081,0.723317946587181,2.28204117692058,1.15549542614518,0.544424518214265,0.849829930534094,0.801938454844099,1.64815341037362,1.12798316251769,1.03845179281648,0.779220922725083,2.43272851989239,1.18563769388281,0.935952097406073,0.928464323684386,0.378621937053842,0.651635394038163,0.668888771719068,2.57081170672392,4.40626329507795,0.349302041443587,0.874478187892417,0.58431149943018,1.61935806747825,1.96640804125687,0.819663908026151,0.451080009372,1.52175796712729,1.18466359709349,0.604124852292574,0.85336226525314,0.933344851237585,2.16197127065025,1.12434001572515,0.425691595442002,1.00751516929022,2.10232121842626,1.65439521899506,1.13387311792435,0.0284746811803931,0.9587164467184,2.54031872393348,1.00221034859245,0.845515833809175,3.01149106721922,0.992598813302057,0.71758456954223,0.504873079931748,1.15688083985533,1.36044093748754,0.89170080647144,0.814859666837791,0.173838510088789,0.525045996347161,3.19511626601991,0.346216566789823,1.64891833116923,2.46056730366912,0.31265262755556,1.14389856294574,1.42205375366022,1.49683212343861,1.02501291765682,0
"Overall137","Otu00030",1,3,0.819032437461801,0.466113775511486,0.582329980037418,0.823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,22.7060920572595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8399918673671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.989745472701,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334720217281471,0,0,0,0,2.81850453609782,1.5914099092655,0,7.21959928024065,0,0,0,0,1.10222412773979,0,0,0,0,0,0,0,0,3.44956683114961,0,0,2.42719947671693,1.9290961917592,0,3.12676967866336,0,0,0,0,0,0,0,0,0,0,4.24744836321787,4.96966852026075,0.987093532442698,3.07811977842146,0,0,3.92831420982474,0,0,0,0,5.49238975193444,0,0,0,10.7335106108685,0,0,8.38119908760016,0,0,0,2.89732197836697,6.76959505225242,0,0,2.59819600744322,4.88213250869496,3.30882911085385,0,2.5979228803087,0,0,0,0,0,4.49760529422109,0,0,0,0,0,6.63156306437384,0,0,0
"Overall138","Otu00030",1,4,1.61160756579983,0.979555871397238,0.0186532084429396,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.752630803604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0651514802989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,88.1551834004121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04065337369814,0,2.8812152369915,2.17930088508499,1.17668495504825,0,4.14871786658467,1.88572390696915,0,0,0,2.91334940906488,0,1.0779938737047,0.101196530221824,3.2349411463883,0,0,1.9524133525026,0,1.65758845093406,4.47267343431731,0,2.11166663709666,0,0,3.70982957083149,0,0,0,0,2.06581627890858,0.30398037540634,0,1.32261443648972,0.65576408100924,0,0,7.69304724884471,0,0,2.01485350958388,0,0,0,0,0,0,1.57690757729523,0,0,0,6.94661349669751,0,2.70409242055435,2.56296110012575,2.64590548979428,0,0,3.1597672600941,4.99299800542562,1.63093528994259,0,0,4.8145891638999,0,0,0,0,1.85235400968434,3.01822004439761,0,0,5.98385373879329,0,0,0,0,0,0,1.32075099671215,2.19002684690228,0
"Overall139","Otu00030",1,5,1.14645418466874,0.489715423690171,0.943319672461534,0.875,0,0,0,0,0,0,0,0,0,23.9121047853631,0,0,2.22972281492014,0,6.45267460929565,0,0,4.78164055699412,0,0,1.08521997640023,7.6585708650209,0,0,0,0,2.55890798507408,0,0,83.521432541135,0,0,0,0,0,0,0,0,0,0,54.6235330432897,20.1641255012144,4.03355447901176,0,0,0,32.6794841292696,0,0,0,0,0,0,0,0,0,0,0,40.9362906573504,6.03843895555252,7.61181338855452,0,35.5415768806092,100,0,0,59.136506767779,46.0073866152764,1.60955819013837,0,0,0,15.6984751378235,0,0,0,51.3329630561557,0,0,50.7007696555365,0,0,41.5637169958795,0,0,0,0,0,0,0,1.26954161182951,0,1.47364909792981,0.0158815627162888,1.8851578682437,2.6134846979602,0,2.17232622651614,1.78512434447462,0,0.43935762240051,0,0,0.426480836605038,0,0,0,3.26504238049025,2.27132699469803,1.88642148361965,2.83595981073073,0,0,1.4470158287142,0,2.91341841792643,0,2.70827853638931,0,0,0,0,2.97357019639004,0,0.772552618796364,0,1.76795049054208,1.45187884151531,0.39758333034679,1.28816728011397,3.1020380828666,0,2.13094753706844,0,0,1.62192638654599,2.13962783761191,7.11665761838249,1.08126827780085,1.17367034956883,3.63695028200137,1.59670888404265,0,1.27048507840294,1.34960490275136,4.75611962793814,0,0,1.65999572394085,4.21838438610577,0,1.72456129635211,2.28595507301667,2.91581352886156,0.545376994372979,0.498290050427811,1.53951098836333,0,2.4228110006427,0,0.206783300784646,0,3.99443250899235,0,0,3.02460671363686,0,1.00058743414764,1.45164646299761,3.47506959342654,0,0
"Overall140","Otu00032",1,1,1.11763878783741,0.448081375627757,0.911714768310181,0.923076923076923,0,0,0,0,0,0,0,0,37.2995465810973,0,0,0,0,0,22.5900827156524,0,0,0,0,0,0,0,0,15.9478267697516,0,0,26.9393152297135,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7249102033348,0,91.4235544161127,0,0,0,0,0,0,0,0,33.4702908092311,0,0,0,0,0,51.4810284451559,0,0,0,0,0,0,0,41.348260400833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9455794066191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8223577554713,0,0,0,0,0,0,0,11.2320628379096,0,0,0,0,0,0,0,0,0,0,0
"Overall141","Otu00032",1,2,1.32079964694556,0.428224676373784,0.712042369441536,1,0,0,0,0,0,0,0,0,20.0060498409914,0,0,0,0,0,55.7184582958319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6779324924586,0,0,0,0,0,0,0,0,14.0849894578059,0,0,0,0,0,41.6197082878705,0,0,0,0,0,0,0,43.6762512218662,0,0,0,2.05838691760025,0,0,0,0,0,0,0,1.2019732001077,1.85946041743615,0.498770194654956,0.723273283588738,0.955951036974435,1.25769021375377,1.5632965237448,0.819777159043386,1.96805239619349,2.20277526365524,1.46626291722329,0.173079198084799,1.18272974828496,0,2.72635493774169,0.829970597947454,1.15654980190444,0.662127726636527,2.30847503272678,2.44683166804457,0.167365019107654,1.46946219410535,1.46495649783323,1.95756026106977,0.949189550888555,3.38753666384591,2.54044585021196,2.52133605525238,1.08332913770795,0.127130405111334,1.49539892861492,0.363674337595412,0.574697649171061,3.64538379207379,0.389062658674453,0.47879828543072,1.63430788357124,0.384204328949899,1.82728048308874,0.919443007967555,0.140044911746086,0.257644405043794,1.6372756416774,0.681131161892669,0.00156843919513438,0.852216064696434,0.88092297666568,0.495668821214646,0,1.94766454921151,1.40825399576449,3.65588947358223,0.915527254618064,0.69016558858239,0,1.68563367652156,0.673750845690202,0.225112055639996,1.6353643271147,1.14046964477621,0,0.494829501295882,2.24162789188311,1.26097850424134,1.40078098547983,0.466823391213023,2.62564244932161,0.749290872359675,0,0.927519226370372,0.819358761387928,0.513470715637633,0.395646187816111,0,4.7789373581541,2.35506063968391,2.60027535069048,0,1.34584708321309,0.39264173384335,0.394267132448102,1.54362794028038,1.26143878916625,0.330921397087562,0.792745946774013,0
"Overall142","Otu00032",1,3,0.58891671655482,0.22331999827267,0.934597163170896,0.941176470588235,0,0,0,0,0,0,0,0,52.4821865538411,0,0,0,0,0,49.6955703772324,0,0,0,0,0,0,0,0,14.6243196135392,0,0,44.2178661239916,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.60382783071,0,0,0,0,13.6878344370062,0,0,0,19.2146102043365,0,0,0,0,0,60.3632012747167,0,0,0,0,0,0,0,54.7947939891537,0,19.6352292285386,0,25.9273542937966,0,0,0,0,0,0,0,0.718634477606554,0.384476160749661,0.222367593201624,0.542185319932985,0,1.70650350430792,1.94338414288685,2.78248608016357,2.1060791218676,0.890172403325096,1.10676652092005,0.489814943315411,2.62452269226779,0.266472168407465,1.47653380058629,0,0.887377081494575,0.0502858242427843,1.60905456295045,1.59255540395535,0.887929202089937,3.17989492489542,0.851463244733076,1.14851820471096,0.739183172848957,0.869126108052425,1.61079410889663,1.35054123999288,0.938339990017973,0.415740825181624,0.59901649662779,1.54004987902024,4.90335227877664,4.51275701256128,1.61893550461997,0.45017897060001,1.81799960651663,0.0855366191502913,0.532957595702378,2.33525108904885,0.298642276731317,0.211872246015585,0.528985516691483,0.328505282170227,0,1.03576730853546,0,0,0,1.00448288610144,4.88897927950352,5.2189284443216,0.693567054832721,3.90568243541048,0.878639860831584,2.35623575078724,0.692439245452763,0.635531406931194,0,0.569480779268589,3.80844820747009,0,0.772880253308298,0.764311739219727,1.18233868266104,0.649691983971045,3.35117906200616,0.608347620463034,0,0.41076547662939,0.461425476697196,1.20863997846647,2.06183377251239,0,1.01055314146877,4.0419858578605,0.617956071731557,0,0.708802974414112,0.687259379884473,0.489606566678893,1.06907408503503,0.380244087624798,0.168355399165687,0.511322532920181,0
"Overall143","Otu00032",1,4,1.52636780288803,0.707590221814096,0.576253620907561,0.9375,0,0,0,0,0,0,0,0,34.0192870734865,0,0,0,0,0,61.3787115938213,0,0,0,0,0,0,0,0,5.02986495166373,0,0,14.4057639619186,0,0,0,0,0,0,100,38.4151859787841,0,0,0,0,0,0,0,0,0,0,0,13.3439937664874,0,0,0,0,62.4539847157241,0,0,0,0,35.7365313001491,0,0,0,17.5822723461536,0,0,0,0,0,74.1217642545825,0,0,0,0,0,0,0,60.2932952265337,0,23.2038015262742,0,18.1994359709443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3961831929357,4.10569636309768,0,0,0,0,0,0,0,0,11.9313382360535,0,0,0,0,0,0,14.686762305127,0,0,0,0,0,0,12.3553218055565,0,0,0,2.95864496727421,0,0,0,0,0,0,0,0,0,0,0,0,0,9.80541534054596,0,0,0,0,14.7541761998637,0,0,0,0,0,0,0,0,0,5.91313951547554,0,0,0,0,0,0,0,7.22803926541827,0,0,0,0,0,0,6.86528280865193,0,0,0,0
"Overall144","Otu00032",1,5,1.85947134499667,1.14962760109885,0.345631108947873,0.875,9.23094647998333,0,0,0,0,0,0,0,54.2273663442001,0,0,0,0,0,62.055797667824,0,0,0,0,24.2327765626991,0,0,0,0,0,0,46.0766758020905,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0623507924908,0,0,0,0,0,0,0,0,10.9358143546869,0,0,0,0,0,91.4605476534437,0,0,0,0,0,0,0,77.818684286686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.4678146583945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5321853416054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall145","Otu00033",1,1,7.14878409172919,1.98349838843689,0.00694444444444444,0.923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.6342121650779,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
